Date,Adj Close,Volume,sma_short,sma_long,rsi,vol_ma,vol_ok,signal,Equity
2018-01-02,40.34187698364258,102223600,,,,,False,-1,100000.0
2018-01-03,40.33487319946289,118071600,,,0.0,,False,-1,100000.0
2018-01-04,40.522220611572266,89738400,,,67.29514935598795,,False,-1,100000.0
2018-01-05,40.98357391357422,94640000,,,88.25533306534581,,False,-1,100000.0
2018-01-08,40.83134460449219,82271200,,,71.88460078861735,,False,-1,100000.0
2018-01-09,40.82666778564453,86336000,,,71.44612784533055,,False,-1,100000.0
2018-01-10,40.81730270385742,95839600,,,70.51853808783403,,False,-1,100000.0
2018-01-11,41.04914093017578,74670800,,,78.09904768790459,,False,-1,100000.0
2018-01-12,41.47303771972656,101672400,,,85.46044509381474,,False,-1,100000.0
2018-01-16,41.262264251708984,118263600,,,72.42498980483619,,False,-1,100000.0
2018-01-17,41.94375991821289,137547200,,,81.99030452706955,,False,-1,100000.0
2018-01-18,41.981231689453125,124773600,,,82.3527857770982,,False,-1,100000.0
2018-01-19,41.79388427734375,129700400,,,74.30083633316671,,False,-1,100000.0
2018-01-22,41.451961517333984,108434400,,,62.323978160866844,,False,-1,100000.0
2018-01-23,41.46133041381836,130756400,,,62.50233858697397,,False,-1,100000.0
2018-01-24,40.800899505615234,204420400,,,45.97847343797105,,False,-1,100000.0
2018-01-25,40.072574615478516,166116000,,,34.99184066932598,,False,-1,100000.0
2018-01-26,40.16624450683594,156572000,,,37.074398099790045,,False,-1,100000.0
2018-01-29,39.33485794067383,202561600,,,28.383223051953692,,False,-1,100000.0
2018-01-30,39.10301208496094,184192800,40.8276029586792,,26.516412799848197,125440100.0,True,-1,100000.0
2018-01-31,39.210731506347656,129915600,40.77104568481445,,28.85765321514745,126824700.0,False,-1,100000.0
2018-02-01,39.29269790649414,188923200,40.718936920166016,,30.667813749115965,130367280.0,True,-1,100000.0
2018-02-02,37.58778381347656,346375200,40.57221508026123,,19.53420479617121,143199120.0,True,-1,100000.0
2018-02-05,36.648685455322266,290954000,40.35547065734863,,16.07289469564043,153014820.0,True,-1,100000.0
2018-02-06,38.180294036865234,272975200,40.22291812896729,,35.99307026692037,162550020.0,True,-1,100000.0
2018-02-07,37.36296463012695,206434400,40.0497329711914,,31.672795825955617,168554940.0,True,-1,100000.0
2018-02-08,36.33486557006836,217562000,39.82561111450195,,27.24312121963267,174641060.0,True,-1,100000.0
2018-02-09,36.779300689697266,282690400,39.612119102478026,,31.69069712090085,185042040.0,True,-1,100000.0
2018-02-12,38.26070785522461,243278000,39.45150260925293,,43.98269029601608,192122320.0,True,-1,100000.0
2018-02-13,38.64400863647461,130196800,39.32058982849121,,46.65734094766828,192718980.0,False,-1,100000.0
2018-02-14,39.356502532958984,162579600,39.191226959228516,,51.31107079021153,193970600.0,False,-1,100000.0
2018-02-15,40.67803192138672,204588800,39.12606697082519,,58.536630010452974,197961360.0,False,-1,100000.0
2018-02-16,40.54633712768555,160704400,39.063689613342284,,57.618967109872536,199511560.0,False,-1,100000.0
2018-02-20,40.40995407104492,135722000,39.011589241027835,,56.628887795481575,200875940.0,False,-1,100000.0
2018-02-21,40.226531982421875,149886400,38.94984931945801,,55.25376249414081,201832440.0,False,-1,100000.0
2018-02-22,40.56280517578125,123967600,38.93794460296631,,57.30090559507731,197809800.0,False,-1,100000.0
2018-02-23,41.26823806762695,135249600,38.99772777557373,,61.30074390836382,196266480.0,False,-1,100000.0
2018-02-26,42.08420181274414,152648800,39.09362564086914,,65.34459029664606,196070320.0,False,-1,100000.0
2018-02-27,41.94782257080078,155712400,39.22427387237549,,64.13824619154373,193727860.0,False,-1,100000.0
2018-02-28,41.884334564208984,151128400,39.36333999633789,,63.55007233250112,192074640.0,False,-1,100000.0
2018-03-01,41.150665283203125,195208000,39.460336685180664,,57.04032735526566,195339260.0,False,-1,100000.0
2018-03-02,41.43519592285156,153816000,39.56746158599854,,58.802825798508906,193583900.0,False,-1,100000.0
2018-03-05,41.578643798828125,113605600,39.767004585266115,,59.70049688163634,181945420.0,False,-1,100000.0
2018-03-06,41.54336166381836,95154000,40.01173839569092,,59.35790756992867,172155420.0,False,-1,100000.0
2018-03-07,41.15771484375,126814000,40.16060943603516,,55.602073219986494,164847360.0,False,-1,100000.0
2018-03-08,41.60685348510742,95096400,40.37280387878418,,58.86644379253764,159280460.0,False,-1,100000.0
2018-03-09,42.32168960571289,128740800,40.67214508056641,,63.47003518268533,154839400.0,False,-1,100000.0
2018-03-12,42.73086166381836,128828400,40.96972312927246,,65.82758229378761,147146300.0,False,-1,100000.0
2018-03-13,42.31934356689453,126774000,41.172654914855954,,61.526840277577136,141321100.0,False,-1,100000.0
2018-03-14,41.959571838378906,117473600,41.33843307495117,40.4324552154541,57.96152400966977,140684940.0,False,0,100000.0
2018-03-15,42.00895309448242,90975200,41.471055603027345,40.4657967376709,58.3185469173041,137104720.0,False,0,100000.0
2018-03-16,41.86081314086914,157618800,41.53019466400146,40.496315536499026,56.761164835990364,134756220.0,False,0,100000.0
2018-03-19,41.22121810913086,133787200,41.56393871307373,40.5102954864502,50.4917569899119,133410360.0,False,0,100000.0
2018-03-20,41.207096099853516,78597600,41.60379581451416,40.514765930175784,50.35949571929283,130554140.0,False,0,100000.0
2018-03-21,40.2735710144043,148219600,41.60614776611328,40.50361045837403,42.44454410826441,130470800.0,False,-1,100000.0
2018-03-22,39.70451736450195,165963200,41.563233375549316,40.48116744995117,38.474860870486275,132570580.0,True,-1,100000.0
2018-03-23,38.78508377075195,164115200,41.43907566070557,40.440523071289064,33.089913640258416,134013860.0,True,-1,100000.0
2018-03-26,40.62630844116211,150164800,41.366180992126466,40.432066421508786,48.60341308720326,133889660.0,False,0,100000.0
2018-03-27,39.5845947265625,163690400,41.24801959991455,40.39429756164551,42.58719585810306,134288560.0,True,-1,100000.0
2018-03-28,39.147220611572266,166674000,41.11116390228271,40.351996688842775,40.32997491428523,135065840.0,True,-1,100000.0
2018-03-29,39.452903747558594,153594000,41.02627582550049,40.30217956542969,42.61907944171158,132985140.0,False,-1,100000.0
2018-04-02,39.19424057006836,150347200,40.91422805786133,40.24643974304199,41.179491517113895,132811700.0,False,-1,100000.0
2018-04-03,39.59635925292969,121112000,40.8151138305664,40.20248924255371,44.32779698668476,133187020.0,False,-1,100000.0
2018-04-04,40.3535270690918,138422000,40.75562210083008,40.18052055358887,49.778588621140095,135350420.0,False,0,100000.0
